degree,Cluster Subject 1,Cluster Subject 2,Cluster Subject 3,Cluster Subject 4,Subject 1 Requirement,Subject 2 Requirement,Institution,Programme,id,course_id,program_code,institution_name,2015,2016,2017,2018,2019,2020,2021
BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,ENG,MAT A,BIO,BIO,MAT A: C,,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,1245,173,1080297,CO-OPERATIVE UNIVERSITY OF KENYA,,24.186,,24.153,24.737,22.361,22.544
BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,ENG,MAT A,BIO,BIO,MAT A: C,,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,1255,174,1119298,AFRICA INTERNATIONAL UNIVERSITY,,28.899,,,,22.361,22.544
BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,ENG,MAT A,BIO,BIO,MAT A: C,,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,1256,174,1165298,MAASAI MARA UNIVERSITY,30.988,25.457,26.942,25.427,26.182,22.361,22.544
BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,ENG,MAT A,BIO,BIO,MAT A: C,,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,1257,174,1244299,KARATINA UNIVERSITY,31.187,25.351,,24.204,26.377,22.361,22.544
BACHELOR OF ENTREPRENEURSHIP AND ENTERPRISE MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,1246,173,1685298,THARAKA UNIVERSITY COLLEGE,,,,24.422,24.537,22.361,22.544
BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,AFRICA NAZARENE UNIVERSITY,BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT,1152,146,1061250,KABARAK UNIVERSITY,,,25.146,26.909,26.785,25.163,22.544
BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,AFRICA NAZARENE UNIVERSITY,BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT,1153,146,1103250,KCA UNIVERSITY,,,,23.939,27.605,27.711,22.544
BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,AFRICA NAZARENE UNIVERSITY,BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT,1154,146,1105247,CHUKA UNIVERSITY,36.4,28.038,25.629,28.779,29.184,25.181,22.544
BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,AFRICA NAZARENE UNIVERSITY,BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT,1155,146,1164250,MULTIMEDIA UNIVERSITY OF KENYA,39.152,32.173,31.187,29.231,30.365,30.466,22.544
BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,AFRICA NAZARENE UNIVERSITY,BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT,1156,146,1240250,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,,,,,,,22.544
BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,AFRICA NAZARENE UNIVERSITY,BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT,1157,146,1685250,THARAKA UNIVERSITY COLLEGE,,,,24.329,24.83,22.361,22.544
BACHELOR OF SCIENCE (ENTREPRENEURSHIP STUDIES),ENG,MAT A,BIO,BIO,MAT A: C,,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,1250,174,1253299,MOI UNIVERSITY,34.106,27.519,25.68,24.991,25.349,22.361,22.544
BACHELOR OF SCIENCE (ENTREPRENEURSHIP STUDIES),ENG,MAT A,BIO,BIO,MAT A: C,,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,1251,174,1700299,BOMET UNIVERSITY COLLEGE,,,,,,22.361,22.544
BACHELOR OF SCIENCE (ENTREPRENEURSHIP),ENG,MAT A,BIO,BIO,MAT A: C,,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,1252,174,1073298,RONGO UNIVERSITY,23.0,24.895,,24.29,24.324,22.361,22.544
BACHELOR OF SCIENCE (ENTREPRENEURSHIP),ENG,MAT A,BIO,BIO,MAT A: C,,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,1253,174,1079298,KIRINYAGA UNIVERSITY,23.0,24.348,,24.801,,,
BACHELOR OF SCIENCE (ENTREPRENEURSHIP),ENG,MAT A,BIO,BIO,MAT A: C,,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,1254,174,1114299,UNIVERSITY OF ELDORET,30.527,24.868,,,,,22.544
BACHELOR OF ENTREPRENUERSHIP & SMALL BUSINESS MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,1249,174,1057299,EGERTON UNIVERSITY,,,25.767,25.188,25.145,22.361,
BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,ENG,MAT A,BIO,BIO,MAT A: C,,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,1245,173,1080297,CO-OPERATIVE UNIVERSITY OF KENYA,,24.186,,24.153,24.737,22.361,22.544
BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,ENG,MAT A,BIO,BIO,MAT A: C,,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,1255,174,1119298,AFRICA INTERNATIONAL UNIVERSITY,,28.899,,,,22.361,22.544
BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,ENG,MAT A,BIO,BIO,MAT A: C,,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,1256,174,1165298,MAASAI MARA UNIVERSITY,30.988,25.457,26.942,25.427,26.182,22.361,22.544
BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,ENG,MAT A,BIO,BIO,MAT A: C,,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,1257,174,1244299,KARATINA UNIVERSITY,31.187,25.351,,24.204,26.377,22.361,22.544
BACHELOR OF SCIENCE (PROJECT PLANNING AND MANAGEMENT),ENG,MAT A,BIO,BIO,MAT A: C,,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (PROJECT PLANNING AND MANAGEMENT),1344,197,1165327,MAASAI MARA UNIVERSITY,32.032,24.855,25.72,24.183,25.09,22.361,23.606
BACHELOR OF SCIENCE (PROJECT PLANNING AND MANAGEMENT),ENG,MAT A,BIO,BIO,MAT A: C,,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (PROJECT PLANNING AND MANAGEMENT),1345,197,1253327,MOI UNIVERSITY,38.635,32.091,29.773,26.69,29.645,26.033,27.454
BACHELOR OF SCIENCE (PROJECT PLANNING AND MANAGEMENT),ENG,MAT A,BIO,BIO,MAT A: C,,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (PROJECT PLANNING AND MANAGEMENT),1346,197,1700327,BOMET UNIVERSITY COLLEGE,,,,25.178,23.946,22.361,22.544
BACHELOR OF PROJECT PLANNING AND MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (PROJECT PLANNING AND MANAGEMENT),1341,197,1073327,RONGO UNIVERSITY,32.79,25.218,,23.952,24.568,22.361,22.544
BACHELOR OF PROJECT PLANNING AND MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (PROJECT PLANNING AND MANAGEMENT),1342,197,1244327,KARATINA UNIVERSITY,35.183,26.105,,25.027,24.645,22.361,25.59
BACHELOR OF PROJECT PLANNING AND MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (PROJECT PLANNING AND MANAGEMENT),1343,197,1263327,UNIVERSITY OF NAIROBI,,,,,,27.606,31.21
BACHELOR OF ENTREPRENUERSHIP AND ENTERPRISE MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,1259,174,1105299,CHUKA UNIVERSITY,30.43,25.401,25.531,25.304,24.725,22.361,22.544
BACHELOR OF SCIENCE (PROJECT PLANNING MANAGEMENT),ENG,MAT A,BIO,BIO,MAT A: C,,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (PROJECT PLANNING AND MANAGEMENT),1347,197,1114327,UNIVERSITY OF ELDORET,37.665,25.132,26.721,,,,23.66
BACHELOR OF SCIENCE (PROJECT PLANNING MANAGEMENT),ENG,MAT A,BIO,BIO,MAT A: C,,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (PROJECT PLANNING AND MANAGEMENT),1348,197,1166327,SOUTH EASTERN KENYA UNIVERSITY,30.459,24.751,,25.413,24.52,22.361,24.546
BACHELOR OF ENTREPRENUERSHIP AND MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,1260,174,1087299,KISII UNIVERSITY,31.667,26.401,,25.651,24.408,22.361,22.544
"BACHELOR OF BUSINESS ENTREPRENEURSHIP , WITH IT",ENG,MAT A,BIO,BIO,MAT A: C,,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,1258,174,1229299,MASENO UNIVERSITY,,,26.531,24.986,24.854,22.361,22.544
BACHELOR OF HOTEL MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF CATERING AND HOSPITALITY MANAGEMENT,1451,245,1105387,CHUKA UNIVERSITY,29.596,26.305,25.558,25.24,24.384,22.361,22.544
BACHELOR OF HOTEL MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF CATERING AND HOSPITALITY MANAGEMENT,1452,245,1685387,THARAKA UNIVERSITY COLLEGE,,,,,24.897,22.361,22.544
BACHELOR OF PROJECT MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (PROJECT PLANNING AND MANAGEMENT),1349,197,1087327,KISII UNIVERSITY,,24.478,,25.19,24.219,22.361,22.544
BACHELOR OF PROJECT MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (PROJECT PLANNING AND MANAGEMENT),1350,197,1249327,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,39.4,33.777,31.847,28.528,32.762,28.747,28.99
BACHELOR OF CATERING AND HOSPITALITY MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF CATERING AND HOSPITALITY MANAGEMENT,1453,245,1080387,CO-OPERATIVE UNIVERSITY OF KENYA,,,,,26.241,22.361,27.457
BACHELOR OF SCIENCE (STRATEGIC MANAGEMENT),ENG,MAT A,BIO,BIO,MAT A: C,,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (STRATEGIC MANAGEMENT),1666,322,1249493,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,34.58,24.091,25.165,24.879,25.473,22.361,22.544
BACHELOR OF SCIENCE (STRATEGIC MANAGEMENT),ENG,MAT A,BIO,BIO,MAT A: C,,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (STRATEGIC MANAGEMENT),1667,322,1253493,MOI UNIVERSITY,30.253,24.268,24.662,24.739,25.089,22.361,22.544
BACHELOR OF SCIENCE (STRATEGIC MANAGEMENT),ENG,MAT A,BIO,BIO,MAT A: C,,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (STRATEGIC MANAGEMENT),1668,322,1700493,BOMET UNIVERSITY COLLEGE,,,,,,22.361,22.544
BACHELOR OF TECHNOLOGY (INSTITUTIONAL MANAGEMENT),ENG,MAT A,BIO,BIO,MAT A: C,,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF CATERING AND HOSPITALITY MANAGEMENT,1640,303,1112470,TECHNICAL UNIVERSITY OF KENYA,31.335,25.063,24.764,25.52,26.712,23.629,26.342
BACHELOR OF CO-OPERATIVE MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF CO-OPERATIVES AND COMMUNITY DEVELOPMENT,1687,336,1087510,KISII UNIVERSITY,31.591,24.749,,25.117,24.191,22.361,22.544
BACHELOR OF CO-OPERATIVE MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF CO-OPERATIVES AND COMMUNITY DEVELOPMENT,1688,336,1105510,CHUKA UNIVERSITY,33.463,25.425,25.746,25.085,25.187,22.361,22.544
BACHELOR OF CO-OPERATIVE MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF CO-OPERATIVES AND COMMUNITY DEVELOPMENT,1689,336,1240510,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,31.083,25.507,26.186,27.042,25.763,22.361,
BACHELOR OF CO-OPERATIVE MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF CO-OPERATIVES AND COMMUNITY DEVELOPMENT,1690,336,1685510,THARAKA UNIVERSITY COLLEGE,,,,26.211,24.225,22.361,22.544
BACHELOR OF CO-OPERATIVES AND COMMUNITY DEVELOPMENT,ENG,MAT A,BIO,BIO,MAT A: C,,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF CO-OPERATIVES AND COMMUNITY DEVELOPMENT,1691,336,1080510,CO-OPERATIVE UNIVERSITY OF KENYA,30.82,25.6,,25.437,25.58,22.361,22.544
BACHELOR OF SCIENCE IN HEALTH RECORDS MANAGEMENT & INFORMATICS,ENG,MAT A,BIO,BIO,MAT A: C,,RONGO UNIVERSITY,BACHELOR OF SCIENCE (HEALTH RECORDS AND INFORMATICS),1800,367,1107543,ST PAULS UNIVERSITY,,,,25.698,24.769,22.361,17.459
BACHELOR OF SCIENCE (HEALTH RECORDS AND INFORMATICS),ENG,MAT A,BIO,BIO,MAT A: C,,RONGO UNIVERSITY,BACHELOR OF SCIENCE (HEALTH RECORDS AND INFORMATICS),1797,367,1073543,RONGO UNIVERSITY,,,,25.125,24.452,22.361,17.459
BACHELOR OF SCIENCE (HEALTH RECORDS AND INFORMATICS),ENG,MAT A,BIO,BIO,MAT A: C,,RONGO UNIVERSITY,BACHELOR OF SCIENCE (HEALTH RECORDS AND INFORMATICS),1798,367,1079543,KIRINYAGA UNIVERSITY,,,,24.898,,,
BACHELOR OF BUSINESS LEADERSHIP,ENG,MAT A,BIO,BIO,MAT A: C,,ALUPE UNIVERSITY COLLEGE,BACHELOR OF BUSINESS MANAGEMENT,1592,286,1068447,PAN AFRICA CHRISTIAN UNIVERSITY,23.0,29.185,,24.955,25.109,22.361,22.544
BACHELOR OF SCIENCE(BUSINESS INFORMATION SYSTEMS),ENG,MAT A,BIO,BIO,MAT A: C,,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,1822,377,1053554,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,23.0,23.664,,24.942,25.072,22.361,22.544
BACHELOR OF SCIENCE (INFORMATION SYSTEMS),ENG,MAT A,BIO,BIO,MAT A: C,,MASENO UNIVERSITY,BACHELOR OF SCIENCE (INFORMATION SYSTEMS),1928,424,1229612,MASENO UNIVERSITY,,,,25.246,24.33,22.361,22.544
"BACHELOR OF ARTS (BUSINESS STUDIES, WITH IT)",ENG,MAT A,BIO,BIO,MAT A: C,,TOM MBOYA UNIVERSITY COLLEGE,"BACHELOR OF ARTS (BUSINESS STUDIES, WITH IT)",1875,403,1229586,MASENO UNIVERSITY,31.541,23.977,25.75,24.155,,,
"BACHELOR OF ARTS (BUSINESS STUDIES, WITH IT)",ENG,MAT A,BIO,BIO,MAT A: C,,TOM MBOYA UNIVERSITY COLLEGE,"BACHELOR OF ARTS (BUSINESS STUDIES, WITH IT)",1876,403,1515586,TOM MBOYA UNIVERSITY COLLEGE,,26.447,,25.975,24.202,22.361,22.544
BACHELOR OF SCIENCE (FOOD SERVICE AND HOSPITALITY MANAGEMENT),ENG,MAT A,BIO,BIO,MAT A: C,,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (FOOD SERVICE AND HOSPITALITY MANAGEMENT),1961,441,1249639,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,32.871,29.568,25.625,24.515,26.101,22.361,24.643
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT AND ECONOMICS,ENG,MAT A,BIO,BIO,MAT A: C,,AMREF INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,2010,456,1107657,ST PAULS UNIVERSITY,,,,,24.928,22.361,17.459
BACHELOR OF SCIENCE IN INTERNATIONAL BUSINESS MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR IN BUSINESS ADMINISTRATION,1983,446,1058647,UNITED STATES INTERNATIONAL UNIVERSITY,29.785,,,,,,
BACHELOR OF SCIENCE IN INTERNATIONAL BUSINESS MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR IN BUSINESS ADMINISTRATION,1984,446,1078647,AFRICA NAZARENE UNIVERSITY,,26.279,,24.476,27.348,27.034,25.372
BACHELOR OF SCIENCE IN INTERNATIONAL BUSINESS MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR IN BUSINESS ADMINISTRATION,1985,446,1103647,KCA UNIVERSITY,,,,24.678,23.694,22.361,22.544
BACHELOR OF CO-OPERATIVE BUSINESS,ENG,MAT A,BIO,BIO,MAT A: C,,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF CO-OPERATIVE BUSINESS,1923,422,1080610,CO-OPERATIVE UNIVERSITY OF KENYA,31.29,25.74,,24.87,24.944,22.361,22.544
BACHELOR OF SCIENCE ( HEALTH RECORDS AND INFORMATION MANAGEMENT),ENG,MAT A,BIO,BIO,MAT A: C,,RONGO UNIVERSITY,BACHELOR OF SCIENCE (HEALTH RECORDS AND INFORMATICS),2057,477,1515681,TOM MBOYA UNIVERSITY COLLEGE,,,,24.286,,,
BACHELOR OF SCIENCE ( HEALTH RECORDS AND INFORMATION MANAGEMENT),ENG,MAT A,BIO,BIO,MAT A: C,,RONGO UNIVERSITY,BACHELOR OF SCIENCE (HEALTH RECORDS AND INFORMATICS),2058,477,1685681,THARAKA UNIVERSITY COLLEGE,,,,,,22.361,17.459
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,AMREF INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,2003,456,1073657,RONGO UNIVERSITY,,,,24.764,24.292,22.361,17.459
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,AMREF INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,2004,456,1077657,KENYA METHODIST UNIVERSITY,,25.935,,24.744,24.99,22.361,17.459
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,AMREF INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,2005,456,1240657,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,,25.543,24.964,24.776,25.974,22.361,17.459
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,AMREF INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,2006,456,1244657,KARATINA UNIVERSITY,,,,,25.074,22.361,17.459
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,AMREF INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,2007,456,1279657,MOUNT KENYA UNIVERSITY,,,,25.162,24.825,22.361,17.459
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,AMREF INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,2008,456,1425657,ZETECH UNIVERSITY,,,,26.676,24.434,22.361,17.459
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,AMREF INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,2009,456,4275657,AMREF INTERNATIONAL UNIVERSITY,,,,,,22.361,17.459
BACHELOR OF SCIENCE (HEALTH RECORDS AND INFORMATION TECHNOLOGY),ENG,MAT A,BIO,BIO,MAT A: C,,RONGO UNIVERSITY,BACHELOR OF SCIENCE (HEALTH RECORDS AND INFORMATICS),2059,477,1166681,SOUTH EASTERN KENYA UNIVERSITY,,,,,,22.361,17.459
BACHELOR OF BUSINESS INFORMATION AND MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,ALUPE UNIVERSITY COLLEGE,BACHELOR OF BUSINESS MANAGEMENT,1991,450,1087651,KISII UNIVERSITY,31.444,25.713,,24.07,25.194,22.361,22.544
BACHELOR OF TOURISM AND TRAVEL MANAGEMENT,ENG,MAT A,BIO,BIO,MAT A: C,,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF TOURISM AND TRAVEL MANAGEMENT,2065,480,1080684,CO-OPERATIVE UNIVERSITY OF KENYA,,,,24.579,24.866,22.361,26.45
"BACHELOR OF SCIENCE IN ECO-TOURISM, HOTEL AND INSTITUTION MANAGEMENT",ENG,MAT A,BIO,BIO,MAT A: C,,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF CATERING AND HOSPITALITY MANAGEMENT,2139,511,1229B52,MASENO UNIVERSITY,,,,,,22.361,23.79
BACHELOR OF EDUCATION (EARLY CHILDHOOD DEVELOPMENT),ENG,MAT A,BIO,KIS,ENG: C,MAT A: D+,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF EDUCATION(EARLY CHILDHOOD DEVELOPMENT),721,77,1077180,KENYA METHODIST UNIVERSITY,,,,,23.275,23.979,22.636
BACHELOR OF EDUCATION (EARLY CHILDHOOD DEVELOPMENT),ENG,MAT A,BIO,KIS,ENG: C,MAT A: D+,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF EDUCATION(EARLY CHILDHOOD DEVELOPMENT),722,77,1087180,KISII UNIVERSITY,,27.576,,25.122,24.478,25.17,22.636
BACHELOR OF EDUCATION (EARLY CHILDHOOD DEVELOPMENT),ENG,MAT A,BIO,KIS,ENG: C,MAT A: D+,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF EDUCATION(EARLY CHILDHOOD DEVELOPMENT),723,77,1176180,LAIKIPIA UNIVERSITY,23.0,24.048,,24.33,24.603,24.046,22.636
BACHELOR OF SCIENCE (HOSPITALITY MANAGEMENT),ENG,MAT A,BIO,BIO,MAT A: C,,ALUPE UNIVERSITY COLLEGE,BACHELOR OF HOTEL AND HOSPITALITY MANAGEMENT,2128,505,1112821,TECHNICAL UNIVERSITY OF KENYA,33.768,30.911,24.693,29.057,30.955,28.186,30.044
BACHELOR OF SCIENCE (HOSPITALITY MANAGEMENT),ENG,MAT A,BIO,BIO,MAT A: C,,ALUPE UNIVERSITY COLLEGE,BACHELOR OF HOTEL AND HOSPITALITY MANAGEMENT,2129,505,1246821,MURANGA UNIVERSITY OF TECHNOLOGY,23.0,24.768,28.689,25.78,24.763,22.361,22.544
"BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION, WITH IT)",ENG,MAT A,BIO,KIS,ENG: C,MAT A: D+,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF EDUCATION(EARLY CHILDHOOD DEVELOPMENT),724,77,1229180,MASENO UNIVERSITY,29.899,26.459,28.021,25.379,25.102,24.504,22.636
"BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION, WITH IT)",ENG,MAT A,BIO,KIS,ENG: C,MAT A: D+,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF EDUCATION(EARLY CHILDHOOD DEVELOPMENT),725,77,1515180,TOM MBOYA UNIVERSITY COLLEGE,,,,24.914,25.455,23.677,22.636
BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION),ENG,MAT A,BIO,KIS,ENG: C,MAT A: D+,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF EDUCATION(EARLY CHILDHOOD DEVELOPMENT),726,77,1082180,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,23.0,26.009,,24.784,25.086,23.358,22.636
BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION),ENG,MAT A,BIO,KIS,ENG: C,MAT A: D+,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF EDUCATION(EARLY CHILDHOOD DEVELOPMENT),727,77,1103180,KCA UNIVERSITY,,,,25.267,24.249,24.26,22.636
BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION),ENG,MAT A,BIO,KIS,ENG: C,MAT A: D+,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF EDUCATION(EARLY CHILDHOOD DEVELOPMENT),728,77,1108880,KIBABII UNIVERSITY,23.0,25.094,25.581,25.04,24.427,24.655,22.636
BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION),ENG,MAT A,BIO,KIS,ENG: C,MAT A: D+,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF EDUCATION(EARLY CHILDHOOD DEVELOPMENT),729,77,1111180,KENYATTA UNIVERSITY,30.182,27.02,,24.636,27.183,24.738,24.737
